policy/Entropy,ProcessExecTime,MinReturn,MaxReturn,StdReturn,PolicyExecTime,EnvExecTime,policy/LossBefore,policy/LossAfter,Perplexity,AverageDiscountedReturn,AverageReturn,policy/KL,Iteration,NumTrajs,Entropy,LinearFeatureBaseline/ExplainedVariance,policy/KLBefore,policy/dLoss,Extras/EpisodeRewardMean
0.5484742,0.02530503273010254,38.0,100.0,12.581615641649327,0.6270325183868408,0.08327698707580566,3.5117386776306603e-09,-0.008272474631667137,1.7574392299954906,61.984619409465964,97.19047619047619,0.0065922686,13,42,0.5638577665774073,0.9194719306545001,-6.269038e-12,0.008272478143405815,98.82
0.57578695,0.02526712417602539,100.0,100.0,0.0,0.6968905925750732,0.08985042572021484,3.123283320860537e-08,-0.0006066217320039868,1.7546358370329347,63.39676587267702,100.0,0.009907515,14,40,0.5622613351205363,0.995668912280769,0.0,0.0006066529648371954,98.82
0.5661983,0.024582624435424805,100.0,100.0,0.0,0.6327195167541504,0.0832211971282959,8.344650304081824e-09,-0.0075348252430558205,1.7467612197019704,63.39676587267702,100.0,0.006779325,15,40,0.5577633416168392,0.9999995478826573,0.0,0.0075348335877061245,99.44
0.575613,0.024849653244018555,100.0,100.0,0.0,0.6129930019378662,0.08176970481872559,-8.106232129989621e-09,-0.005317133851349354,1.756352276388105,63.39676587267702,100.0,0.0052675726,16,40,0.5632390880701132,0.999999558923702,0.0,0.005317125745117224,100.0
0.55006313,0.035662174224853516,85.0,100.0,2.3138617025622286,0.7428081035614014,0.09196805953979492,-1.0498296454386491e-08,-0.00892549566924572,1.7687671246069097,63.25150298946866,99.63414634146342,0.008054284,17,41,0.5702827641190995,0.9941722917483546,8.020316e-12,0.008925485170949266,99.85
0.5494236,0.023691177368164062,100.0,100.0,0.0,0.5884888172149658,0.07689690589904785,1.8000601897938395e-08,-0.008741761557757854,1.753671161750664,63.39676587267702,100.0,0.0077513168,18,40,0.5617113973260858,0.9991279565769061,0.0,0.008741779558359752,99.85
0.57103044,0.024857044219970703,100.0,100.0,0.0,0.6301419734954834,0.08213496208190918,1.907348723406699e-09,-0.0065256766974925995,1.7488679847004742,63.39676587267702,100.0,0.007888567,19,40,0.5589687127419748,0.9999995559687548,-1.221876e-11,0.006525678604841323,100.0
0.54937696,0.025166988372802734,100.0,100.0,0.0,0.6847410202026367,0.08223915100097656,-8.40425506964948e-09,-0.006465191952884197,1.7583632771823168,63.39676587267702,100.0,0.0063003255,20,40,0.5643834202261642,0.999999575108716,0.0,0.006465183548629128,100.0
0.5562629,0.02472710609436035,100.0,100.0,0.0,0.6037626266479492,0.0802459716796875,-1.0967254659988157e-08,-0.005812516901642084,1.765343385002938,63.39676587267702,100.0,0.0063415817,21,40,0.568345223871991,0.999999568472784,0.0,0.005812505934387424,100.0
0.57106775,0.03426671028137207,100.0,100.0,0.0,0.6864962577819824,0.08505082130432129,-3.576278717609682e-10,-0.006665972527116537,1.752404701707351,63.39676587267702,100.0,0.008121791,22,40,0.5609889599643648,0.9999995076193422,0.0,0.006665972169488665,100.0
0.58988255,0.023859262466430664,100.0,100.0,0.0,0.5720243453979492,0.07708573341369629,-2.38418573772492e-09,-0.004205926321446896,1.771090818884788,63.39676587267702,100.0,0.007312368,23,40,0.5715956386178732,0.9999995457179118,6.4018834e-12,0.004205923937261158,100.0
0.5641388,0.025638580322265625,100.0,100.0,0.0,0.6374971866607666,0.08564281463623047,6.794929507947245e-09,-0.00430793734267354,1.775237748632962,63.39676587267702,100.0,0.00580304,24,40,0.5739343568496406,0.9999995781260212,0.0,0.004307944137603048,100.0
0.594751,0.023234128952026367,100.0,100.0,0.0,0.5810723304748535,0.07691431045532227,1.2397766369076635e-08,-0.0070416126400232315,1.7851282439130711,63.39676587267702,100.0,0.0065866895,25,40,0.579490257980302,0.9999995847580115,-3.5162983e-13,0.007041625037789601,100.0
0.5717658,0.024672985076904297,14.0,100.0,20.742856355339747,0.5835199356079102,0.07803225517272949,1.9397961015243936e-09,-0.007461911998689175,1.783398141509764,60.163203787959496,94.32558139534883,0.0040815086,26,43,0.5785206126129986,0.8962008925066326,-2.6221375e-12,0.007461913938485276,97.56
0.5650889,0.024773836135864258,34.0,100.0,10.180991491273806,0.5974478721618652,0.07929515838623047,-5.90283955048676e-09,-0.006146275904029608,1.7757987668436075,62.55647102877686,98.39024390243902,0.0062401006,27,41,0.5742503311928319,0.9534348818733186,4.0035444e-11,0.006146270001190057,96.9
0.5510226,0.023443937301635742,100.0,100.0,0.0,0.578270435333252,0.07687735557556152,-2.1934509319976314e-08,-0.004795710556209087,1.7821098650156557,63.39676587267702,100.0,0.0084404955,28,40,0.5777979797944427,0.99794288717212,-8.230612e-12,0.004795688621699767,98.48
0.56472313,0.02312946319580078,100.0,100.0,0.0,0.5717780590057373,0.07556009292602539,6.079673653403006e-09,-0.004761361982673407,1.7610412449145874,63.39676587267702,100.0,0.00853068,29,40,0.5659052505427972,0.9999995649116727,-5.285716e-12,0.00476136806234706,100.0
0.54219425,0.02552628517150879,95.0,100.0,0.7712872341874095,0.6274580955505371,0.08315491676330566,3.347757848715105e-09,-0.010426225140690804,1.7541196113631232,63.35075675653005,99.8780487804878,0.007871916,30,41,0.5619670851044675,0.9992610933483165,-2.0647501e-11,0.010426228488448652,99.95
0.5619943,0.02843475341796875,98.0,100.0,0.3085148936749638,0.6831967830657959,0.08892464637756348,-5.643387535059219e-09,-0.0052784401923418045,1.7521998441723812,63.378639191747645,99.95121951219512,0.008120341,31,41,0.5608720523175698,0.9998072139396943,-5.3284577e-12,0.0052784345489542694,99.93
0.5462956,0.024128437042236328,100.0,100.0,0.0,0.5939180850982666,0.07956480979919434,4.005432074905002e-08,-0.013400577008724213,1.7552909406852302,63.39676587267702,100.0,0.009698555,32,40,0.5626346213463694,0.9999873471025928,0.0,0.013400617063044962,99.98
0.54503274,0.027373313903808594,44.0,100.0,8.638417022898988,0.7033789157867432,0.08794355392456055,2.6559735744058344e-08,-0.007571463007479906,1.7393016722906176,62.72218230972217,98.63414634146342,0.00603164,33,41,0.5534836949048698,0.9599345416102855,3.0834753e-12,0.00757148956721565,99.44
0.5247035,0.02516341209411621,100.0,100.0,0.0,0.6319210529327393,0.08292841911315918,4.410743770222325e-08,-0.00872753281146288,1.7408313841320855,63.39676587267702,100.0,0.009333141,34,40,0.5543628060854972,0.9979760935574982,0.0,0.008727576918900581,99.44
0.5529846,0.02413153648376465,100.0,100.0,0.0,0.5943233966827393,0.07890939712524414,-3.5762786065873797e-09,-0.008959178812801838,1.7378028473334675,63.39676587267702,100.0,0.008636677,35,40,0.5526215838917997,0.9999995508667352,7.0001457e-12,0.008959175236523231,100.0
0.56959045,0.023560047149658203,100.0,100.0,0.0,0.5731549263000488,0.07682204246520996,1.0490417423625331e-08,-0.007016301155090332,1.7370285893952802,63.39676587267702,100.0,0.007696531,36,40,0.5521759461881592,0.9999995469765646,0.0,0.007016311645507756,100.0
0.55733347,0.02386188507080078,100.0,100.0,0.0,0.584686279296875,0.07860398292541504,1.2159347306806012e-08,-0.006540658883750439,1.7599180956408431,63.39676587267702,100.0,0.009411963,37,40,0.565267271399498,0.9999995641675221,0.0,0.0065406710430977455,100.0
0.5709662,0.024610519409179688,100.0,100.0,0.0,0.6038517951965332,0.080535888671875,1.668930060816365e-08,-0.003084865864366293,1.7532045072322742,63.39676587267702,100.0,0.007981496,38,40,0.5614452604195103,0.9999995832837871,8.2656685e-12,0.003084882553666901,100.0
0.56109226,0.02687549591064453,71.0,100.0,5.054844949728347,0.6495513916015625,0.08825397491455078,-2.4988384694779597e-09,-0.004606937058269978,1.7598442537841603,62.93892537516082,98.90243902439025,0.0044882265,39,41,0.5652253129663067,0.9759145946769782,-5.4790257e-12,0.004606934559431508,99.55
0.53711,0.030995845794677734,100.0,100.0,0.0,0.7103641033172607,0.0857541561126709,-2.0503998499066256e-08,-0.012270206585526466,1.7529464707079456,63.39676587267702,100.0,0.008981707,40,40,0.5612980696531013,0.9945112829111094,6.9531264e-12,0.012270186081527967,99.55
0.559235,0.0254056453704834,100.0,100.0,0.0,0.6338560581207275,0.08282637596130371,-2.145767119543507e-09,-0.004251809790730476,1.7360818314317137,63.39676587267702,100.0,0.0060897903,41,40,0.5516307530486956,0.999999524410814,1.7850752e-11,0.004251807644963357,99.84
0.58423734,0.024805545806884766,100.0,100.0,0.0,0.6170916557312012,0.08204865455627441,3.576278717609682e-10,-0.004948814399540424,1.7649076325428932,63.39676587267702,100.0,0.0059053097,42,40,0.5680983561789616,0.9999995514770436,6.0854256e-12,0.004948814757168296,100.0
0.57672125,0.0317683219909668,100.0,100.0,0.0,0.6974904537200928,0.09068155288696289,1.4543533488620142e-08,-0.003472171723842621,1.782069590425505,63.39676587267702,100.0,0.005887346,43,40,0.5777753801522777,0.9999995378378967,1.0363446e-11,0.0034721862673761095,100.0
0.6024976,0.030287504196166992,100.0,100.0,0.0,0.660973310470581,0.0874180793762207,-5.841255035221593e-09,-0.008790237829089165,1.7757033586837925,63.39676587267702,100.0,0.009179035,44,40,0.5741966028511524,0.9999995234847396,0.0,0.00879023198783413,100.0
0.55457026,0.0374445915222168,52.0,100.0,11.915994700620482,0.771202564239502,0.09274029731750488,1.902150259525115e-08,-0.018075767904520035,1.7958842287841723,61.62158372898754,96.0952380952381,0.009952337,45,42,0.5854975072144576,0.8955357649133999,0.0,0.01807578692602263,98.36
0.5448355,0.027739286422729492,75.0,100.0,4.609046273908168,0.6997923851013184,0.09414958953857422,-3.184397812105999e-08,-0.007970754988491535,1.7724623052348707,62.97541639504042,98.97560975609755,0.0063697197,46,41,0.5723697127578822,0.9710425874123766,-1.616739e-11,0.007970723144513414,97.94
0.54239434,0.031209707260131836,81.0,100.0,2.930891489912157,0.8733870983123779,0.1139073371887207,3.6002315795258255e-08,-0.012687765061855316,1.7515213571317103,63.20892284742594,99.53658536585365,0.007809085,47,41,0.5604847572046485,0.9917116630095183,2.7864416e-11,0.012687801064171111,98.75
0.5569912,0.02750229835510254,100.0,100.0,0.0,0.7100265026092529,0.08987283706665039,-7.629394893626795e-09,-0.006441679783165455,1.7645383897882625,63.39676587267702,100.0,0.005838451,48,40,0.5678891206481494,0.9988984435835321,-1.10068985e-11,0.006441672153770561,99.64
0.5410394,0.025280237197875977,100.0,100.0,0.0,0.6123147010803223,0.08223366737365723,4.231929917608568e-09,-0.0047054593451321125,1.7414260581493661,63.39676587267702,100.0,0.008523371,49,40,0.5547043512084056,0.9999995341379415,0.0,0.00470546357706203,99.81
0.55266804,0.024761199951171875,100.0,100.0,0.0,0.5968601703643799,0.08018970489501953,9.417534307942788e-09,-0.003048307728022337,1.7344244295538274,63.39676587267702,100.0,0.009086288,50,40,0.5506756174694747,0.9999995339901069,-1.8840058e-11,0.003048317145556645,100.0
0.550772,0.02400493621826172,100.0,100.0,0.0,0.6213555335998535,0.07751083374023438,-9.894370656127194e-09,-0.004173734225332737,1.7367274799254102,63.39676587267702,100.0,0.0060674977,51,40,0.5520025837155991,0.9999995312031333,0.0,0.004173724330962081,100.0
0.5356847,0.024768829345703125,100.0,100.0,0.0,0.6020405292510986,0.0796966552734375,-7.3909758313561724e-09,-0.005483516491949558,1.7503713423761058,63.39676587267702,100.0,0.00881086,52,40,0.5598279610686004,0.9999995268509874,0.0,0.005483509100973727,100.0
0.5305039,0.026237010955810547,100.0,100.0,0.0,0.675482988357544,0.08613896369934082,1.2159347306806012e-08,-0.00499539403244853,1.7184131275065884,63.39676587267702,100.0,0.009469378,53,40,0.5414012646808988,0.9999995283075935,0.0,0.004995406191795837,100.0
0.5533942,0.02631354331970215,63.0,100.0,7.257480909331824,0.6449813842773438,0.08369278907775879,2.2700900714767158e-08,-0.00730914669111371,1.7204249821071838,62.68047436046028,98.36585365853658,0.009418657,54,41,0.5425713429259339,0.9561454404999746,-7.639582e-12,0.007309169392014425,99.33
0.5127257,0.026366233825683594,13.0,100.0,13.420397874860928,0.7253472805023193,0.08830404281616211,-4.990570623419899e-09,-0.014334417879581451,1.6968322935455453,62.14923250261423,97.8780487804878,0.0061247586,55,41,0.5287631561154852,0.9678461561473714,1.0918455e-11,0.014334412889010828,98.46
0.5153621,0.03016495704650879,100.0,100.0,0.0,0.7888860702514648,0.0958092212677002,1.931190496406998e-08,-0.008282940834760666,1.709938590335885,63.39676587267702,100.0,0.0064943507,56,40,0.5364574577854364,0.997856147501487,0.0,0.00828296014666563,98.76
0.52046824,0.025976181030273438,100.0,100.0,0.0,0.7211575508117676,0.08963322639465332,-1.275539407430415e-08,-0.005697522312402725,1.6922172417131351,63.39676587267702,100.0,0.0072511034,57,40,0.5260396463897777,0.999999526389494,0.0,0.005697509557008651,99.13
0.4956191,0.024348735809326172,100.0,100.0,0.0,0.6133029460906982,0.0790095329284668,-9.834766778737958e-09,-0.005423855036497116,1.682113917141066,63.39676587267702,100.0,0.008829162,58,40,0.5200512864518241,0.9999995305328282,0.0,0.005423845201730337,100.0
0.50417364,0.028597593307495117,100.0,100.0,0.0,0.7125725746154785,0.08732986450195312,-9.000300948969198e-09,-0.008214617148041725,1.6653580203271494,63.39676587267702,100.0,0.008729607,59,40,0.5100401275408804,0.9999995364688277,0.0,0.008214608147740776,100.0
0.5280013,0.03314399719238281,100.0,100.0,0.0,0.82792067527771,0.09276533126831055,7.092952891696314e-09,-0.005717667751014233,1.657162159013939,63.39676587267702,100.0,0.0099955555,60,40,0.5051065966699971,0.999999535066389,0.0,0.005717674843967124,100.0
0.5021902,0.03044724464416504,100.0,100.0,0.0,0.6807637214660645,0.08562731742858887,-1.2844800778566423e-08,-0.0072260391898453236,1.6847472372849301,63.39676587267702,100.0,0.009655754,61,40,0.5216155450060324,0.9999995359590886,0.0,0.007226026345044545,100.0
0.47640494,0.027151107788085938,64.0,100.0,5.553268086149349,0.6648375988006592,0.08928036689758301,2.6986355372571325e-09,-0.011268321424722672,1.6574090369466332,63.007585028159134,99.1219512195122,0.009383643,62,41,0.5052555619017302,0.9755400912020494,-1.3955111e-11,0.011268324123358209,99.64
0.48377857,0.024922847747802734,100.0,100.0,0.0,0.6079409122467041,0.08118772506713867,5.2452087118126656e-09,-0.005558801349252462,1.638201898236093,63.39676587267702,100.0,0.0074540204,63,40,0.49359923683150553,0.998738139850681,0.0,0.005558806594461174,99.64
0.5140825,0.03673267364501953,100.0,100.0,0.0,1.2571065425872803,0.12209367752075195,1.1563301427486294e-08,-0.006195311900228262,1.6327555231675246,63.39676587267702,100.0,0.006832573,64,40,0.49026909253416673,0.999999541592166,0.0,0.0061953234635296894,100.0
0.5124286,0.024097442626953125,100.0,100.0,0.0,0.5918209552764893,0.07831954956054688,-1.1861324367146153e-08,-0.005516472738236189,1.6488735847032026,63.39676587267702,100.0,0.0062659965,65,40,0.5000923788457112,0.9999995596931857,0.0,0.005516460876911822,100.0
0.52382666,0.02521204948425293,100.0,100.0,0.0,0.6156699657440186,0.08209514617919922,-4.827976241017495e-09,-0.007815049961209297,1.6554861970146415,63.39676587267702,100.0,0.0064756903,66,40,0.504094740316912,0.999999534937417,0.0,0.007815045133233056,100.0
0.51550585,0.02391982078552246,100.0,100.0,0.0,0.5848982334136963,0.07829165458679199,4.410743770222325e-09,-0.006045273505151272,1.6553028215317254,63.39676587267702,100.0,0.006597389,67,40,0.5039839658265555,0.9999993222999927,0.0,0.006045277915895042,100.0
0.5005858,0.025710582733154297,100.0,100.0,0.0,0.6687135696411133,0.08549141883850098,1.0609626954760643e-08,-0.00836199801415205,1.6812627901409765,63.39676587267702,100.0,0.008265075,68,40,0.5195451718578715,0.9999995380736831,9.422218e-12,0.008362008623779005,100.0
0.54253095,0.025069475173950195,100.0,100.0,0.0,0.6055889129638672,0.0805363655090332,-1.5497207073167374e-08,-0.006333543919026852,1.664045676525739,63.39676587267702,100.0,0.008770151,69,40,0.5092517918574567,0.9999995635312103,0.0,0.0063335284218197785,100.0
0.48615333,0.02647542953491211,40.0,100.0,9.899555028787669,0.6234390735626221,0.08448386192321777,2.4543963306200567e-08,-0.011347444728016853,1.6328351341355625,62.3313300803687,97.73170731707317,0.007636232,70,41,0.49031785000343225,0.9435693508858304,-3.0907818e-11,0.01134746927198016,99.07
0.48296306,0.027011632919311523,87.0,100.0,2.76846511499974,0.6509630680084229,0.08832025527954102,-1.3708782997667868e-09,-0.013955637812614441,1.6471252583801672,63.15348711715325,99.38095238095238,0.008333001,71,42,0.4990315007506372,0.9877086175458604,0.0,0.013955636441736141,98.81
0.4942941,0.02479720115661621,100.0,100.0,0.0,0.6084809303283691,0.08002519607543945,-1.6331672014757714e-08,-0.012355005368590355,1.667754585327839,63.39676587267702,100.0,0.0074315546,72,40,0.5114781620132953,0.9992238708271126,0.0,0.01235498903691834,99.64
0.5053779,0.02429485321044922,100.0,100.0,0.0,0.5966262817382812,0.07901382446289062,-1.4185905783392627e-08,-0.0068018450401723385,1.673790533754527,63.39676587267702,100.0,0.009455046,73,40,0.515090835059078,0.9999995300745886,0.0,0.006801830854266555,99.87
0.4934839,0.025104761123657227,100.0,100.0,0.0,0.6713685989379883,0.0809164047241211,5.7220459481754915e-09,-0.0037165901158005,1.654724410112025,63.39676587267702,100.0,0.007683249,74,40,0.50363447539333,0.9999995370972593,0.0,0.003716595837846448,100.0
0.49560428,0.02427840232849121,100.0,100.0,0.0,0.594287633895874,0.07928586006164551,-6.9141385949933465e-09,-0.006659143604338169,1.6391749779332871,63.39676587267702,100.0,0.0073692133,75,40,0.494193053022047,0.9999995406707859,0.0,0.006659136690199574,100.0
0.5171962,0.032636404037475586,100.0,100.0,0.0,0.8592169284820557,0.10378360748291016,-6.1988831845383174e-09,-0.0051922923885285854,1.659607439100465,63.39676587267702,100.0,0.0066764867,76,40,0.506581091932464,0.9999995309947427,0.0,0.005192286189645401,100.0
0.5101828,0.024454355239868164,100.0,100.0,0.0,0.5962285995483398,0.07997870445251465,1.120567283408036e-08,-0.007765240501612425,1.6846605647346093,63.39676587267702,100.0,0.007632115,77,40,0.5215640982501436,0.9999995456897779,0.0,0.007765251707285259,100.0
0.5082188,0.025110244750976562,100.0,100.0,0.0,0.6062238216400146,0.08116745948791504,2.3841859042583735e-10,-0.008437879383563995,1.6401650512255255,63.39676587267702,100.0,0.009193695,78,40,0.4947968777633164,0.9999994713866841,0.0,0.008437879621982586,100.0
0.50765467,0.026224136352539062,66.0,100.0,5.244753192474385,0.6460270881652832,0.08455467224121094,2.8021219122820185e-08,-0.026813067495822906,1.6690404016750577,63.03309568694391,99.17073170731707,0.0059993546,79,41,0.5122488515017841,0.9774392311307104,1.7725356e-11,0.02681309551704203,99.66
0.49970365,0.026437759399414062,74.0,100.0,4.211256550848128,0.6653516292572021,0.08728599548339844,1.4545586068948069e-08,-0.017679519951343536,1.6602412235154436,63.04564389118729,99.14634146341463,0.008339273,80,41,0.5069629071819453,0.9877845153178383,3.9093555e-12,0.017679534496929605,99.31
0.49631652,0.02464461326599121,100.0,100.0,0.0,0.5990946292877197,0.07909274101257324,-1.2159347306806012e-08,-0.011943833902478218,1.6840708011500978,63.39676587267702,100.0,0.009035574,81,40,0.5212139583746348,0.9988629054925716,1.195362e-11,0.011943821743130911,99.31
0.5301415,0.025395870208740234,100.0,100.0,0.0,0.6027898788452148,0.08011364936828613,1.7166136956348055e-08,-0.008007925003767014,1.6690489761327338,63.39676587267702,100.0,0.008673149,82,40,0.512253988846358,0.9999995213135056,0.0,0.00800794216990397,99.74
0.4856158,0.027338027954101562,75.0,100.0,3.856436170937048,0.6730849742889404,0.0887446403503418,-6.348077619122705e-09,-0.02258429117500782,1.6531449701573997,63.14175538411014,99.39024390243902,0.00974694,83,41,0.5026795162380037,0.9859631329229452,-8.233606e-12,0.0225842848269302,99.75
0.4731982,0.027009010314941406,89.0,100.0,1.6968319152123013,0.6675288677215576,0.08702802658081055,1.3060836856482183e-08,-0.010711128823459148,1.649654244777675,63.292405304020136,99.73170731707317,0.00981689,84,41,0.5005657173345187,0.9917943227376123,1.24447e-11,0.010711141884296005,99.64
0.47042465,0.026386260986328125,82.0,100.0,2.7766340430746745,0.6483874320983887,0.08538126945495605,1.606200683568204e-08,-0.0114930160343647,1.6217698810687964,63.21972889575828,99.5609756097561,0.0076865098,85,41,0.48351807205780506,0.9931407223733284,3.2552656e-12,0.011493032096371536,99.71
0.47160742,0.025705337524414062,100.0,100.0,0.0,0.6200563907623291,0.08141040802001953,2.1457672971791908e-08,-0.009490186348557472,1.6284129854750127,63.39676587267702,100.0,0.009121385,86,40,0.4876059119915881,0.9989262388028138,0.0,0.009490207806230444,99.82
0.45603904,0.026886463165283203,65.0,100.0,5.43470242808712,0.6406164169311523,0.08643889427185059,-1.8285119196548294e-08,-0.01465256791561842,1.5808239421868981,62.974395338537185,99.02439024390245,0.0073407027,87,41,0.4579461935109541,0.9758607482785012,-4.0937063e-12,0.014652549630499223,99.42
0.48432475,0.024271726608276367,100.0,100.0,0.0,0.6022360324859619,0.07972216606140137,-8.583069188716763e-08,-0.018890205770730972,1.6077161334479582,63.39676587267702,100.0,0.0073768827,88,40,0.474814621247428,0.9986696811821619,0.0,0.018890119940039085,99.6
0.4866802,0.025093555450439453,100.0,100.0,0.0,0.7016682624816895,0.11061716079711914,1.627206813736848e-08,-0.007438208442181349,1.6287038854510434,63.39676587267702,100.0,0.0066070366,89,40,0.48778453620946677,0.9999995165635651,0.0,0.007438224714249486,99.95
0.47548908,0.026653051376342773,100.0,100.0,0.0,0.6884555816650391,0.09275364875793457,9.775162013170302e-09,-0.0032049650326371193,1.6005815914924484,63.39676587267702,100.0,0.00858333,90,40,0.4703670578803285,0.9999995323528608,0.0,0.0032049748077991325,100.0
0.46252638,0.02596735954284668,73.0,100.0,5.70940132882695,0.6254291534423828,0.08291983604431152,1.537614302549173e-08,-0.016363173723220825,1.6017907355222112,62.851846809187585,98.70731707317073,0.007876224,91,41,0.4711222130988665,0.96943652682878,-5.372435e-12,0.01636318909936385,99.47
0.48471618,0.024155855178833008,100.0,100.0,0.0,0.5841243267059326,0.07842493057250977,-2.7537346625194914e-08,-0.008780117146670818,1.61149193315518,63.39676587267702,100.0,0.0077785025,92,40,0.47716041646199303,0.9971800414336442,3.4359893e-12,0.008780089609324193,99.47
0.48428252,0.025870561599731445,94.0,100.0,0.9682650361599613,0.6270415782928467,0.08435273170471191,4.661893271418194e-08,-0.01463293470442295,1.6159124017781819,63.32314754101352,99.8048780487805,0.0064586527,93,41,0.4798997518092288,0.9988454642207099,-1.5746682e-12,0.014632981323355665,99.66
0.47275108,0.024667739868164062,100.0,100.0,0.0,0.6326291561126709,0.07976508140563965,1.2993812248396353e-08,-0.009844780899584293,1.615870275679569,63.39676587267702,100.0,0.0071176365,94,40,0.47987368192593566,0.9997993029547443,0.0,0.009844793893396542,99.92
0.46124607,0.026638507843017578,87.0,100.0,2.005346808887265,0.646519660949707,0.08657717704772949,9.04205510465772e-09,-0.005800748243927956,1.6016498499832141,63.27215968082338,99.6829268292683,0.009352003,95,41,0.4710342542088372,0.9955076876861277,1.1904758e-11,0.00580075728598306,99.87
0.448241,0.024008512496948242,100.0,100.0,0.0,0.5954842567443848,0.0785520076751709,6.12735746585713e-08,-0.007748592644929886,1.591002924618971,63.39676587267702,100.0,0.0062693614,96,40,0.46436458758084337,0.9984684788211959,0.0,0.0077486539185045444,99.87
0.45878935,0.0302126407623291,100.0,100.0,0.0,0.711064338684082,0.08368325233459473,-2.1815299788841003e-08,-0.005704065319150686,1.5948704276150747,63.39676587267702,100.0,0.0075024795,97,40,0.4667924963319674,0.9999995648880546,0.0,0.005704043503850897,99.87
